marker,university,spanish_level,gender,mother_tongue,n,tokens_total,per_1k,spanish_level_bucket
precisamente,Universita degli Studi di Palermo,B2,F,it,2,9519,0.21010610358230908,upper
precisamente,Univerza v Ljubljani,B2,F,sl,2,17595,0.11366865586814436,upper
precisamente,Vrije Universiteit Brussel,C2,F,es,1,4875,0.20512820512820512,upper
prácticamente,Universita degli Studi di Palermo,C1,F,it,1,1837,0.5443658138268916,upper
prácticamente,Univerza v Ljubljani,C1,F,sl,1,13120,0.07621951219512195,upper
prácticamente,Univerza v Ljubljani,C1,M,sl,2,928,2.1551724137931036,upper
prácticamente,Univerza v Ljubljani,C2,M,es,1,1217,0.8216926869350862,upper
pues,Universidad de Sevilla,C2,F,es,7,2332,3.0017152658662094,upper
pues,Universidad de Sevilla,C2,M,es,4,833,4.801920768307323,upper
pues,Universita degli Studi di Palermo,B1,F,it,1,4299,0.23261223540358222,lower
pues,Universita degli Studi di Palermo,B2,F,it,10,9519,1.0505305179115454,upper
pues,Universita degli Studi di Palermo,C1,F,it,1,1837,0.5443658138268916,upper
pues,Universita degli Studi di Palermo,C1,M,it,2,650,3.076923076923077,upper
pues,Univerza v Ljubljani,B1,F,sl,3,1000,3.0,lower
pues,Univerza v Ljubljani,B2,F,sl,186,17595,10.571184995737426,upper
pues,Univerza v Ljubljani,B2,F,sr,2,376,5.319148936170213,upper
pues,Univerza v Ljubljani,B2,M,sl,3,615,4.878048780487805,upper
pues,Univerza v Ljubljani,C1,F,sl,118,13120,8.99390243902439,upper
pues,Univerza v Ljubljani,C1,M,mk,15,459,32.6797385620915,upper
pues,Univerza v Ljubljani,C2,F,es,1,2942,0.3399048266485384,upper
pues,Univerza v Ljubljani,C2,F,sl,1,659,1.5174506828528074,upper
pues,Univerza v Ljubljani,C2,M,es,6,1217,4.930156121610517,upper
pues,Vrije Universiteit Brussel,B1,F,nl,20,4082,4.899559039686428,lower
pues,Vrije Universiteit Brussel,B1,F,ro,6,535,11.214953271028037,lower
pues,Vrije Universiteit Brussel,B2,F,nl,4,2033,1.9675356615838662,upper
pues,Vrije Universiteit Brussel,C2,F,es,43,4875,8.820512820512821,upper
pues,Vrije Universiteit Brussel,C2,M,es,10,2277,4.391743522178305,upper
pues bien,Univerza v Ljubljani,B2,F,sl,1,17595,0.05683432793407218,upper
pues nada,Universidad de Sevilla,C2,F,es,1,2332,0.4288164665523156,upper
pues nada,Univerza v Ljubljani,C2,M,es,1,1217,0.8216926869350862,upper
pues sí,Univerza v Ljubljani,B2,F,sl,7,17595,0.39784029553850525,upper
pues sí,Univerza v Ljubljani,B2,M,sl,1,615,1.6260162601626016,upper
pues sí,Univerza v Ljubljani,C1,F,sl,10,13120,0.7621951219512195,upper
pues sí,Univerza v Ljubljani,C2,M,es,1,1217,0.8216926869350862,upper
pues sí,Vrije Universiteit Brussel,B1,F,nl,3,4082,0.7349338559529642,lower
pues sí,Vrije Universiteit Brussel,B1,F,ro,1,535,1.8691588785046729,lower
pues sí,Vrije Universiteit Brussel,C2,F,es,2,4875,0.41025641025641024,upper
realmente,Universidad de Sevilla,C2,F,es,2,2332,0.8576329331046312,upper
realmente,Universita degli Studi di Palermo,A2,F,it,1,540,1.8518518518518519,lower
realmente,Universita degli Studi di Palermo,B1,F,it,3,4299,0.6978367062107467,lower
realmente,Universita degli Studi di Palermo,B2,F,it,4,9519,0.42021220716461816,upper
realmente,Univerza v Ljubljani,B2,F,sl,14,17595,0.7956805910770105,upper
realmente,Univerza v Ljubljani,C1,M,mk,7,459,15.250544662309368,upper
realmente,Univerza v Ljubljani,C2,F,es,8,2942,2.719238613188307,upper
realmente,Vrije Universiteit Brussel,B1,F,nl,7,4082,1.7148456638902498,lower
realmente,Vrije Universiteit Brussel,B2,F,fr,2,1468,1.3623978201634876,upper
realmente,Vrije Universiteit Brussel,C2,F,es,1,4875,0.20512820512820512,upper
seguramente,Universita degli Studi di Palermo,B1,F,it,2,4299,0.46522447080716445,lower
seguramente,Universita degli Studi di Palermo,B2,F,it,5,9519,0.5252652589557727,upper
seguramente,Univerza v Ljubljani,B1,F,sl,1,1000,1.0,lower
seguramente,Univerza v Ljubljani,B2,F,it,1,414,2.4154589371980677,upper
seguramente,Univerza v Ljubljani,B2,F,sl,3,17595,0.17050298380221654,upper
seguramente,Univerza v Ljubljani,C1,F,sl,1,13120,0.07621951219512195,upper
seguro,Universita degli Studi di Palermo,B2,F,it,2,9519,0.21010610358230908,upper
seguro,Vrije Universiteit Brussel,A2,F,nl,2,452,4.424778761061947,lower
seguro,Vrije Universiteit Brussel,B1,F,nl,1,4082,0.2449779519843214,lower
seguro,Vrije Universiteit Brussel,B1,M,en,1,475,2.1052631578947367,lower
seguro,Vrije Universiteit Brussel,B1,M,nl,2,1582,1.2642225031605563,lower
sin embargo,Universita degli Studi di Palermo,A2,F,it,1,540,1.8518518518518519,lower
sin embargo,Univerza v Ljubljani,B2,F,sl,1,17595,0.05683432793407218,upper
sin embargo,Univerza v Ljubljani,C2,F,es,1,2942,0.3399048266485384,upper
sobre todo,Universita degli Studi di Palermo,A2,F,it,1,540,1.8518518518518519,lower
sobre todo,Universita degli Studi di Palermo,B1,F,it,18,4299,4.1870202372644805,lower
sobre todo,Universita degli Studi di Palermo,B2,F,it,16,9519,1.6808488286584726,upper
sobre todo,Universita degli Studi di Palermo,C1,F,it,1,1837,0.5443658138268916,upper
sobre todo,Univerza v Ljubljani,B2,F,sl,11,17595,0.625177607274794,upper
sobre todo,Univerza v Ljubljani,C1,F,sl,4,13120,0.3048780487804878,upper
sobre todo,Univerza v Ljubljani,C1,M,sl,4,928,4.310344827586207,upper
sobre todo,Univerza v Ljubljani,C2,F,es,6,2942,2.0394289598912305,upper
sobre todo,Vrije Universiteit Brussel,B1,F,nl,1,4082,0.2449779519843214,lower
sobre todo,Vrije Universiteit Brussel,C2,F,es,7,4875,1.435897435897436,upper
sobre todo,Vrije Universiteit Brussel,C2,M,es,2,2277,0.8783487044356609,upper
solamente,Universita degli Studi di Palermo,B1,F,it,4,4299,0.9304489416143289,lower
solamente,Universita degli Studi di Palermo,B2,F,it,2,9519,0.21010610358230908,upper
solamente,Universita degli Studi di Palermo,C1,M,it,1,650,1.5384615384615385,upper
solamente,Univerza v Ljubljani,B2,F,sl,9,17595,0.5115089514066496,upper
solamente,Univerza v Ljubljani,C1,F,sl,1,13120,0.07621951219512195,upper
solamente,Univerza v Ljubljani,C1,M,mk,3,459,6.5359477124183005,upper
solamente,Vrije Universiteit Brussel,B1,F,fr,1,330,3.0303030303030303,lower
solamente,Vrije Universiteit Brussel,B1,F,nl,3,4082,0.7349338559529642,lower
solamente,Vrije Universiteit Brussel,B1,M,nl,2,1582,1.2642225031605563,lower
solamente,Vrije Universiteit Brussel,B2,F,nl,5,2033,2.459419576979833,upper
solamente,Vrije Universiteit Brussel,C2,M,es,1,2277,0.43917435221783047,upper
solo,Universidad de Sevilla,C2,F,es,1,2332,0.4288164665523156,upper
solo,Universidad de Sevilla,C2,M,es,2,833,2.4009603841536613,upper
solo,Universita degli Studi di Palermo,A2,F,it,2,540,3.7037037037037037,lower
solo,Universita degli Studi di Palermo,B1,F,it,7,4299,1.6282856478250756,lower
solo,Universita degli Studi di Palermo,B2,F,it,13,9519,1.365689673285009,upper
solo,Universita degli Studi di Palermo,B2,M,it,1,1321,0.757002271006813,upper
solo,Univerza v Ljubljani,B1,F,sl,1,1000,1.0,lower
solo,Univerza v Ljubljani,B2,F,sl,42,17595,2.3870417732310316,upper
solo,Univerza v Ljubljani,C1,F,sl,29,13120,2.2103658536585367,upper
solo,Univerza v Ljubljani,C1,M,sl,3,928,3.2327586206896552,upper
solo,Univerza v Ljubljani,C2,F,es,4,2942,1.3596193065941535,upper
solo,Univerza v Ljubljani,C2,M,es,2,1217,1.6433853738701725,upper
solo,Vrije Universiteit Brussel,A2,F,nl,1,452,2.2123893805309733,lower
solo,Vrije Universiteit Brussel,A2,M,fr,1,337,2.9673590504451037,lower
solo,Vrije Universiteit Brussel,B1,F,nl,4,4082,0.9799118079372856,lower
solo,Vrije Universiteit Brussel,B1,M,en,3,475,6.315789473684211,lower
solo,Vrije Universiteit Brussel,B1,M,fr,1,704,1.4204545454545454,lower
solo,Vrije Universiteit Brussel,C1,F,es,1,429,2.331002331002331,upper
solo,Vrije Universiteit Brussel,C1,F,fr,2,969,2.063983488132095,upper
solo,Vrije Universiteit Brussel,C2,F,es,1,4875,0.20512820512820512,upper
solo,Vrije Universiteit Brussel,C2,M,es,3,2277,1.3175230566534915,upper
también,Universidad de Sevilla,C2,F,es,15,2332,6.432246998284734,upper
también,Universidad de Sevilla,C2,M,es,7,833,8.403361344537815,upper
también,Universita degli Studi di Palermo,A2,F,it,6,540,11.11111111111111,lower
también,Universita degli Studi di Palermo,B1,F,it,48,4299,11.165387299371947,lower
también,Universita degli Studi di Palermo,B2,F,it,95,9519,9.980039920159681,upper
también,Universita degli Studi di Palermo,B2,M,it,23,1321,17.4110522331567,upper
también,Universita degli Studi di Palermo,C1,F,it,20,1837,10.887316276537833,upper
también,Universita degli Studi di Palermo,C1,M,it,7,650,10.76923076923077,upper
también,Univerza v Ljubljani,B1,F,sl,17,1000,17.0,lower
también,Univerza v Ljubljani,B2,F,it,2,414,4.830917874396135,upper
también,Univerza v Ljubljani,B2,F,sl,194,17595,11.025859619210003,upper
también,Univerza v Ljubljani,B2,F,sr,2,376,5.319148936170213,upper
también,Univerza v Ljubljani,C1,F,sl,148,13120,11.28048780487805,upper
también,Univerza v Ljubljani,C1,M,mk,3,459,6.5359477124183005,upper
también,Univerza v Ljubljani,C1,M,sl,18,928,19.396551724137932,upper
también,Univerza v Ljubljani,C2,F,es,24,2942,8.157715839564922,upper
también,Univerza v Ljubljani,C2,F,sl,1,659,1.5174506828528074,upper
también,Univerza v Ljubljani,C2,M,es,7,1217,5.751848808545604,upper
también,Vrije Universiteit Brussel,A2,F,nl,4,452,8.849557522123893,lower
también,Vrije Universiteit Brussel,A2,M,fr,2,337,5.9347181008902075,lower
también,Vrije Universiteit Brussel,B1,F,fr,4,330,12.121212121212121,lower
también,Vrije Universiteit Brussel,B1,F,nl,29,4082,7.1043606075453205,lower
también,Vrije Universiteit Brussel,B1,F,ro,6,535,11.214953271028037,lower
también,Vrije Universiteit Brussel,B1,M,en,6,475,12.631578947368421,lower
también,Vrije Universiteit Brussel,B1,M,fr,19,704,26.988636363636363,lower
también,Vrije Universiteit Brussel,B1,M,nl,23,1582,14.538558786346396,lower
también,Vrije Universiteit Brussel,B2,F,fr,6,1468,4.087193460490464,upper
también,Vrije Universiteit Brussel,B2,F,nl,25,2033,12.297097884899165,upper
también,Vrije Universiteit Brussel,C1,F,es,2,429,4.662004662004662,upper
también,Vrije Universiteit Brussel,C1,F,fr,16,969,16.51186790505676,upper
también,Vrije Universiteit Brussel,C2,F,es,53,4875,10.871794871794872,upper
también,Vrije Universiteit Brussel,C2,M,es,7,2277,3.0742204655248133,upper
tampoco,Universidad de Sevilla,C2,F,es,1,2332,0.4288164665523156,upper
tampoco,Universidad de Sevilla,C2,M,es,1,833,1.2004801920768307,upper
tampoco,Universita degli Studi di Palermo,B2,F,it,5,9519,0.5252652589557727,upper
tampoco,Universita degli Studi di Palermo,B2,M,it,1,1321,0.757002271006813,upper
tampoco,Universita degli Studi di Palermo,C1,F,it,2,1837,1.0887316276537833,upper
tampoco,Univerza v Ljubljani,B1,F,sl,1,1000,1.0,lower
tampoco,Univerza v Ljubljani,B2,F,sl,10,17595,0.5683432793407218,upper
tampoco,Univerza v Ljubljani,C1,F,sl,5,13120,0.38109756097560976,upper
tampoco,Univerza v Ljubljani,C1,M,sl,2,928,2.1551724137931036,upper
tampoco,Univerza v Ljubljani,C2,F,es,1,2942,0.3399048266485384,upper
tampoco,Univerza v Ljubljani,C2,M,es,1,1217,0.8216926869350862,upper
tampoco,Vrije Universiteit Brussel,B1,F,nl,2,4082,0.4899559039686428,lower
tampoco,Vrije Universiteit Brussel,B2,F,fr,1,1468,0.6811989100817438,upper
tampoco,Vrije Universiteit Brussel,B2,F,nl,2,2033,0.9837678307919331,upper
tampoco,Vrije Universiteit Brussel,C2,F,es,6,4875,1.2307692307692308,upper
total,Universita degli Studi di Palermo,B2,F,it,2,9519,0.21010610358230908,upper
total,Universita degli Studi di Palermo,B2,M,it,1,1321,0.757002271006813,upper
total,Universita degli Studi di Palermo,C1,F,it,1,1837,0.5443658138268916,upper
total,Universita degli Studi di Palermo,C1,M,it,2,650,3.076923076923077,upper
total,Vrije Universiteit Brussel,C2,M,es,1,2277,0.43917435221783047,upper
totalmente,Universita degli Studi di Palermo,B1,F,it,2,4299,0.46522447080716445,lower
totalmente,Universita degli Studi di Palermo,B2,F,it,2,9519,0.21010610358230908,upper
totalmente,Universita degli Studi di Palermo,C1,M,it,2,650,3.076923076923077,upper
totalmente,Univerza v Ljubljani,B2,F,sl,4,17595,0.2273373117362887,upper
totalmente,Univerza v Ljubljani,C1,F,sl,2,13120,0.1524390243902439,upper
totalmente,Univerza v Ljubljani,C2,F,sl,3,659,4.552352048558422,upper
totalmente,Vrije Universiteit Brussel,B1,F,nl,1,4082,0.2449779519843214,lower
totalmente,Vrije Universiteit Brussel,B2,F,fr,2,1468,1.3623978201634876,upper
totalmente,Vrije Universiteit Brussel,B2,F,nl,1,2033,0.49188391539596654,upper
totalmente,Vrije Universiteit Brussel,C2,F,es,3,4875,0.6153846153846154,upper
totalmente,Vrije Universiteit Brussel,C2,M,es,1,2277,0.43917435221783047,upper
vale,Universita degli Studi di Palermo,B1,F,it,8,4299,1.8608978832286578,lower
vale,Universita degli Studi di Palermo,B2,F,it,18,9519,1.8909549322407817,upper
